iphone,gen,pro,plus,storage,color,price,cellular,unlocked,model,gsm,title,url
"iphone","7","","","32gb","black","179.99","sprint","","a1660","gsm","apple iphone 7   32gb   jet black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-jet-black-sprint-a1660-cdma-gsm/153440815603?hash=item23b9c909f3:g:-fwaaoswhehcstqe"
"iphone","8","","","64gb","silver","333.00","at&t","","mq6w2ll/a","a1905","apple iphone 8   64gb   silver (at&t) a1905 mq6w2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-at-t-a1905-mq6w2ll-a-30-day-warranty/124059641975?hash=item1ce287e877:g:stqaaoswevjejz-j"
"iphone","8","","","64gb","gray","399.00","verizon","","a1863","a1863","apple iphone 8   64gb   space gray (verizon) a1863 **no scratches or dents**","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-verizon-a1863-no-scratches-or-dents/233351735760?hash=item3654d8e9d0:g:ihaaaoswleldi-zy"
"iphone","8","","","64gb","gold","350.00","at&t","","a1863","gsm","apple iphone 8   64gb   gold (at&t) a1863 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-gold-at-t-a1863-cdma-gsm/163676982397?hash=item261be88c7d:g:ttoaaosw0v1czk2a"
"iphone","8","","","64gb","gray","250.00","sprint","","a1863","gsm","apple iphone 8   64gb   space gray (sprint) a1863 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-sprint-a1863-cdma-gsm/143497327680?hash=item21691b7440:g:vhkaaoswk9hegaot"
"iphone","8","","","256gb","gray","329.00","","","mobile) a 1905 mq7u2ll/a","","apple iphone 8   256gb   space gray (t mobile) a 1905 mq7u2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-256gb-space-gray-t-mobile-a-1905-mq7u2ll-a-30-day-warranty/124037572298?hash=item1ce13726ca:g:um8aaoswq1lefpe8"
"iphone","7","","plus","128gb","black","325.00","at&t","","a1784","gsm","apple iphone 7 plus   128gb   jet black (at&t) a1784 (gsm)","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-jet-black-at-t-a1784-gsm/401900175815?hash=item5d931e01c7:g:2siaaoswhzhdh7pu"
"iphone","7","","plus","other","black","515.00","","","","","iphone 7 plus 256gb t mobile jet black","https://www.ebay.com/itm/iphone-7-plus-256gb-t-mobile-jet-black/142962268203?hash=item214937182b:g:r9yaaosw7sfbthbc"
"iphone","8","","","64gb","gray","242.00","","","a1905","gsm","apple iphone 8   64gb   space gray (t mobile) a1905 (gsm) carrier locked.","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-t-mobile-a1905-gsm-carrier-locked/283725316664?hash=item420f58c238:g:v3uaaosw7eleb4un"
"iphone","x","","","64gb","silver","409.00","lte","","mqct2ll/a","","apple iphone x 64gb silver lte cellular sprint mqct2ll/a","https://www.ebay.com/itm/apple-iphone-x-64gb-silver-lte-cellular-sprint-mqct2ll-a/114002123336?hash=item1a8b0e5a48:g:z9uaaoswmdpd6oz6"
"iphone","7","","","32gb","silver","233.99","at&t","unlocked","","","new *unopended* apple iphone 7 at&t t mobile unlocked smartphone/32gb/silver","https://www.ebay.com/itm/new-unopended-apple-iphone-7-at-t-t-mobile-unlocked-smartphone-32gb-silver/202968544316?hash=item2f41de343c:g:ky8aaoswgcbemogi"
"iphone","7","","","32gb","black","278.99","verizon","","a1660","gsm","apple iphone 7   32gb   black (verizon) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-verizon-a1660-cdma-gsm/163417345013?hash=item260c6ecbf5:g:g0eaaoswck1ccqqq"
"iphone","7","","","32gb","black","255.00","at&t","","a1778","gsm","apple iphone 7   32gb   black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-at-t-a1778-gsm/123732176578?hash=item1ccf032ec2:g:k2caaosw1wzcr6q9"
"iphone","8","","","64gb","gray","350.00","sprint","","a1863","gsm","apple iphone 8   64gb   space gray (sprint) a1863 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-sprint-a1863-cdma-gsm/392327572746?hash=item5b588bad0a:g:e4gaaoswdjfdhp5-"
"iphone","7","","","32gb","black","300.00","at&t","","a1778","gsm","apple iphone 7   32gb   black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-at-t-a1778-gsm/283354285707?hash=item41f93b468b:g:wiwaaoswrl1ctnuo"
"iphone","7","","plus","32gb","gold","300.00","","unlocked","","","apple iphone 7 plus   32gb gold  (unlocked ) grade c","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-gold-unlocked-grade-c/264540704586?hash=item3d97dacf4a:g:du4aaosw1mzdydyb"
"iphone","7","","","32gb","silver","244.99","","unlocked","a1660","gsm","apple iphone 7   32gb   silver (unlocked) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-silver-unlocked-a1660-cdma-gsm/193285309831?hash=item2d00b3c587:g:~~oaaosw~ereeaui"
"iphone","7","","","128gb","gold","200.00","at&t","","a1778","gsm","apple iphone 7   128gb   rose gold (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-rose-gold-at-t-a1778-gsm/133258572760?hash=item1f06d473d8:g:0a0aaoswvybd5caq"
"iphone","8","","","64gb","gray","295.00","","","","","apple iphone 8   64gb   space gray (t mobile)   excellent condition","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-t-mobile-excellent-condition/324090648177?hash=item4b754ed671:g:3kaaaoswd-5exv6u"
"iphone","7","","","128gb","black","479.00","","","a1778","gsm","apple iphone 7   128gb   black (t mobile) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-black-t-mobile-a1778-gsm/264408964601?hash=item3d90009df9:g:fl8aaoswd8hdqikk"
"iphone","8","","","64gb","gold","300.00","sprint","unlocked","","gsm","apple iphone 8   64gb   gold sprint (gsm/cdma unlocked ) 10/10","https://www.ebay.com/itm/apple-iphone-8-64gb-gold-sprint-gsm-cdma-unlocked-10-10/193258358619?hash=item2cff18875b:g:wowaaosw1v5dsegj"
"iphone","6s","","","64gb","gold","128.95","4g","unlocked","","gsm","apple iphone 6s   64gb   gold (factory unlocked) 4g lte ios (gsm) smartphone b+","https://www.ebay.com/itm/apple-iphone-6s-64gb-gold-factory-unlocked-4g-lte-ios-gsm-smartphone-b/184052204241?hash=item2ada5dc2d1:g:tksaaoswu1demesd"
"iphone","7","","plus","32gb","black","279.99","","","a1661","gsm","great   apple iphone 7 plus   32gb   black (straight talk) a1661 (cdma + gsm)","https://www.ebay.com/itm/great-apple-iphone-7-plus-32gb-black-straight-talk-a1661-cdma-gsm/283725476104?hash=item420f5b3108:g:zyyaaoswwppd-sds"
"iphone","7","","","other","black","150.00","","unlocked","","","iphone 7 32 gb black unlocked","https://www.ebay.com/itm/iphone-7-32-gb-black-unlocked/312981867957?hash=item48df2c4db5:g:3wyaaoswbm9eotsd"
"iphone","7","","","32gb","","159.91","","unlocked","a1660","a1660","unlocked apple iphone 7   32gb   a1660 looks good works great clean esn free shi","https://www.ebay.com/itm/unlocked-apple-iphone-7-32gb-a1660-looks-good-works-great-clean-esn-free-shi/362951198935?hash=item548193c8d7:g:hy8aaosw9htedmv5"
"iphone","7","","","32gb","black","300.00","sprint","","a1660","gsm","apple iphone 7   32gb   black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint-a1660-cdma-gsm/362496056898?hash=item546672de42:g:upmaaosw0ylb~qpo"
"iphone","7","","","32gb","black","159.00","","unlocked","a1660","gsm","used   good   apple iphone 7   32gb   black (unlocked) a1660 (cdma + gsm)","https://www.ebay.com/itm/used-good-apple-iphone-7-32gb-black-unlocked-a1660-cdma-gsm/283638668980?hash=item420a2e9eb4:g:mmyaaoswlqddm2zk"
"iphone","7","","","32gb","silver","139.99","at&t","unlocked","","","apple iphone 7   32gb  silver (at&t ) 9/10 unlocked","https://www.ebay.com/itm/apple-iphone-7-32gb-silver-at-t-9-10-unlocked/184030741820?hash=item2ad916453c:g:wdcaaoswbejdjdes"
"iphone","7","","","32gb","black","175.00","sprint","","a1660","gsm","apple iphone 7   32gb   black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint-a1660-cdma-gsm/143526771381?hash=item216adcbab5:g:~oeaaosw7xtepzpb"
"iphone","8","","","64gb","silver","289.99","at&t","unlocked","m unlocked t mobile at&t a1905 mq6w2ll/a mq702ll/a","gsm","apple iphone 8 64gb silver gsm unlocked t mobile at&t a1905 mq6w2ll/a mq702ll/a","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-gsm-unlocked-t-mobile-at-t-a1905-mq6w2ll-a-mq702ll-a/153804566351?hash=item23cf776f4f:g:xhaaaosw6ppej1mr"
"iphone","7","","","32gb","black","200.00","verizon","","a1660","gsm","apple iphone 7   32gb   black (verizon) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-verizon-a1660-cdma-gsm/153773763414?hash=item23cda16b56:g:zfuaaosw1mhdmktm"
"iphone","8","","","64gb","gray","269.00","","unlocked","a1863","gsm","excellent   apple iphone 8   64gb   space gray (unlocked) a1863 (cdma + gsm)","https://www.ebay.com/itm/excellent-apple-iphone-8-64gb-space-gray-unlocked-a1863-cdma-gsm/283706065004?hash=item420e33006c:g:aq4aaoswi1zd6yxu"
"iphone","8","","","64gb","gray","333.00","at&t","","mq6v2ll/a","a1905","apple iphone 8   64gb   space gray (at&t) a1905 mq6v2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-at-t-a1905-mq6v2ll-a-30-day-warranty/124059637464?hash=item1ce287d6d8:g:0goaaoswehtej0cx"
"iphone","7","","plus","other","","320.00","","","","","iphone 7 plus 32g in immaculate conditions! with all accessories!","https://www.ebay.com/itm/iphone-7-plus-32g-in-immaculate-conditions-with-all-accessories/184041363430?hash=item2ad9b857e6:g:auwaaosw1qvd0szh"
"iphone","8","","","64gb","gray","499.00","","unlocked","a1905","gsm","apple iphone 8   64gb   space gray (unlocked) a1905 (gsm) (ca)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-unlocked-a1905-gsm-ca/254215604441?hash=item3b306e48d9:g:ydcaaoswp-fcx8ig"
"iphone","7","","","32gb","black","220.00","at&t","","a1778","gsm","apple iphone 7   32gb   jet black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-jet-black-at-t-a1778-gsm/333362572864?hash=item4d9df52e40:g:mjyaaoswef1dpuem"
"iphone","7","","plus","128gb","black","339.00","at&t","","a1784","gsm","apple iphone 7 plus   128gb   black (at&t) a1784 (gsm)","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-black-at-t-a1784-gsm/401626144195?hash=item5d82c89dc3:g:zz8aaoswappb2kgk"
"iphone","7","","","32gb","black","220.00","at&t","","a1778","gsm","apple iphone 7   32gb   black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-at-t-a1778-gsm/264417064161?hash=item3d907c34e1:g:dj4aaosw5e1cexca"
"iphone","7","","","32gb","silver","149.00","","unlocked","a1660","gsm","used   good   apple iphone 7   32gb   silver (unlocked) a1660 (cdma + gsm)","https://www.ebay.com/itm/used-good-apple-iphone-7-32gb-silver-unlocked-a1660-cdma-gsm/283776380623?hash=item421263eecf:g:d1uaaoswfsreoesv"
"iphone","7","","","other","black","179.99","","","","","iphone 7 128 gb black","https://www.ebay.com/itm/iphone-7-128-gb-black/402040616713?hash=item5d9b7cf709:g:k6iaaosw-uheiguv"
"iphone","7","","plus","128gb","black","315.00","","unlocked","","","apple iphone 7 plus   128gb black  (unlocked ) grade b","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-black-unlocked-grade-b/254416966369?hash=item3b3c6ed2e1:g:du4aaosw1mzdydyb"
"iphone","6s","","","16gb","","85.00","","","","","apple iphone 6s 16gb t mobile mint","https://www.ebay.com/itm/apple-iphone-6s-16gb-t-mobile-mint/114178458921?hash=item1a95910529:g:djoaaosw4ipejjwy"
"iphone","8","","","64gb","gold","269.00","","unlocked","a1905","gsm","used   excellent   apple iphone 8   64gb   gold (unlocked) a1905 (gsm)","https://www.ebay.com/itm/used-excellent-apple-iphone-8-64gb-gold-unlocked-a1905-gsm/283587846151?hash=item4207272007:g:mwyaaoswpuvdribe"
"iphone","8","","","64gb","silver","269.97","","","","","apple iphone 8   64gb   us reseller flex policy   silver   very good condition","https://www.ebay.com/itm/apple-iphone-8-64gb-us-reseller-flex-policy-silver-very-good-condition/283683920201?hash=item420ce11949:g:wdcaaosweord1s3l"
"iphone","7","","plus","256gb","black","339.97","sprint","","","","iphone 7 plus 256gb jet black (sprint) excellent condition","https://www.ebay.com/itm/iphone-7-plus-256gb-jet-black-sprint-excellent-condition/223957206815?hash=item3424e3c71f:g:6tmaaoswaubdswvb"
"iphone","7","","","32gb","black","200.00","","unlocked","a1660","gsm","apple iphone 7   32gb   jet black (unlocked) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-jet-black-unlocked-a1660-cdma-gsm/392442404146?hash=item5b5f63dd32:g:mjkaaoswcs1diu5j"
"iphone","8","","","256gb","gold","309.00","","","mobile) a 1905 mq7w2ll/a","","apple iphone 8   256gb   gold (t mobile) a 1905 mq7w2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-256gb-gold-t-mobile-a-1905-mq7w2ll-a-30-day-warranty/153806940994?hash=item23cf9bab42:g:i-waaoswz15efpao"
"iphone","8","","","256gb","","298.99","","","mobile) a 1905 mrrv2ll/a","","apple iphone 8   256gb   red (t mobile) a 1905 mrrv2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-256gb-red-t-mobile-a-1905-mrrv2ll-a-30-day-warranty/153806955496?hash=item23cf9be3e8:g:ks4aaoswdnlehey-"
"iphone","7","","plus","32gb","gold","301.00","sprint","","a1661","gsm","apple iphone 7 plus   32gb   rose gold (sprint) a1661 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-rose-gold-sprint-a1661-cdma-gsm/142991394316?hash=item214af3860c:g:yaaaaoswnctb1lnd"
"iphone","7","","","128gb","black","350.00","","unlocked","","gsm","apple iphone 7   128gb   black unlocked   gsm   4.7”","https://www.ebay.com/itm/apple-iphone-7-128gb-black-unlocked-gsm-4-7/353040042514?hash=item5232d38a12:g:zgoaaosw5hfdqlmo"
"iphone","8","","","64gb","silver","333.00","verizon","","mq732ll/a","a1863","apple iphone 8   64gb   silver (verizon) a1863  mq732ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-verizon-a1863-mq732ll-a-30-day-warranty/124059706391?hash=item1ce288e417:g:t-4aaoswcb1eimtf"
"iphone","7","","","128gb","black","295.00","sprint","","a1660","gsm","apple iphone 7   128gb   black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-black-sprint-a1660-cdma-gsm/323740308002?hash=item4b606d1222:g:ercaaoswlf1x454v"
"iphone","7","","plus","32gb","gold","265.00","at&t","unlocked","","","apple iphone 7 plus   32gb   gold (at&t cricket net10 h20) 9/10 unlocked","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-gold-at-t-cricket-net10-h20-9-10-unlocked/193274162288?hash=item2d0009ac70:g:wfsaaoswmx5cwemf"
"iphone","7","","plus","256gb","gold","225.00","at&t","unlocked","","","apple iphone 7 plus 256gb rose gold   unlocked at&t t mobile only 7434123","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-rose-gold-unlocked-at-t-t-mobile-only-7434123/373025594672?hash=item56da0edd30:g:i6caaoswg3jem3yg"
"iphone","7","","plus","other","","350.00","","","","","iphone 7 plus 128gb","https://www.ebay.com/itm/iphone-7-plus-128gb/293161614482?hash=item4441cb3c92:g:wccaaoswckldh6na"
"iphone","7","","","32gb","gold","144.90","","unlocked","","gsm","apple iphone 7 32gb   rose gold gsm unlocked smartphone","https://www.ebay.com/itm/apple-iphone-7-32gb-rose-gold-gsm-unlocked-smartphone/264579157598?hash=item3d9a258e5e:g:gtuaaoswpedahx2r"
"iphone","7","","","128gb","gold","250.00","verizon","","a1660","gsm","apple iphone 7   128gb   rose gold (verizon) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-rose-gold-verizon-a1660-cdma-gsm/264463201066?hash=item3d933c332a:g:caaaaosw45vderss"
"iphone","7","","plus","128gb","","227.00","at&t","unlocked","","","apple iphone 7 plus 128gb white unlocked at&t tmobile only w/ 100% batt! 7433982","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-white-unlocked-at-t-tmobile-only-w-100-batt-7433982/402231870576?hash=item5da6e34470:g:ppyaaoswnu1emash"
"iphone","7","","","128gb","black","169.90","","","a1778","gsm","apple iphone 7   128gb   jet black (t mobile) a1778 (gsm) clean esn","https://www.ebay.com/itm/apple-iphone-7-128gb-jet-black-t-mobile-a1778-gsm-clean-esn/184169891009?hash=item2ae16184c1:g:rncaaoswlgperh1a"
"iphone","7","","","32gb","black","160.00","sprint","","a1660","gsm","apple iphone 7   32gb   jet black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-jet-black-sprint-a1660-cdma-gsm/183795525050?hash=item2acb1125ba:g:3wmaaoswo61cymw~"
"iphone","7","","plus","32gb","gold","355.00","","","a1661","a1661","apple iphone 7 plus   32gb   rose gold (metro) a1661","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-rose-gold-metro-a1661/124137264902?hash=item1ce7285706:g:ueqaaosw~t5eg9fg"
"iphone","7","","","32gb","gold","250.00","sprint","","a1660","gsm","apple iphone 7   32gb   rose gold (sprint) a1660 (cdma + gsm) fully functional","https://www.ebay.com/itm/apple-iphone-7-32gb-rose-gold-sprint-a1660-cdma-gsm-fully-functional/232945062010?hash=item363c9b907a:g:bniaaoswtc9brvum"
"iphone","7","","","32gb","black","125.00","sprint","","","","apple iphone 7   32gb   black (sprint)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint/174142087810?hash=item288bad6282:g:wk4aaoswis9ec2qv"
"iphone","7","","","other","black","350.00","","unlocked","","","iphone 7  unlocked used 128 gb black","https://www.ebay.com/itm/iphone-7-unlocked-used-128-gb-black/372889855679?hash=item56d1f7a6bf:g:chyaaoswbx1do9id"
"iphone","8","","","64gb","","333.00","verizon","","mrrr2ll/a","a1863","apple iphone 8   64gb   red (verizon) a1863  mrrr2ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-64gb-red-verizon-a1863-mrrr2ll-a-30-day-warranty/124059710427?hash=item1ce288f3db:g:4p0aaoswmyteil5l"
"iphone","7","","","32gb","gold","175.00","at&t","","a1778","gsm","apple iphone 7   32gb   rose gold (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-rose-gold-at-t-a1778-gsm/303513733054?hash=item46aad407be:g:tp8aaoswwc1ea-qn"
"iphone","7","","plus","32gb","gold","258.00","sprint","","a1661","gsm","apple iphone 7 plus   32gb   rose gold (sprint) a1661 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-rose-gold-sprint-a1661-cdma-gsm/123912812944?hash=item1cd9c77990:g:q8uaaoswnrtdc~iw"
"iphone","6","","","16gb","gray","199.99","","unlocked","a1549","gsm","apple iphone 6   16gb   space gray (unlocked) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-unlocked-a1549-cdma-gsm/323279266903?hash=item4b44f22457:g:xbaaaoswr5bbdekh"
"iphone","8","","","256gb","gold","310.00","at&t","","a1905","gsm","apple iphone 8   256gb   gold (at&t) a1905 (gsm)","https://www.ebay.com/itm/apple-iphone-8-256gb-gold-at-t-a1905-gsm/352958857530?hash=item522dfcc13a:g:baqaaoswt-benyfa"
"iphone","7","","plus","256gb","black","249.97","at&t","","","","apple iphone 7 plus   256gb   at&t 4g lte smartphone   jet black","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-at-t-4g-lte-smartphone-jet-black/123990915347?hash=item1cde6f3913:g:lhqaaosw93xd3r27"
"iphone","8","","","64gb","gray","235.00","","","a1863","gsm","apple iphone 8   64gb   space gray (boost mobile) a1863 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-boost-mobile-a1863-cdma-gsm/353024940351?hash=item5231ed193f:g:l5yaaoswdwzefmdu"
"iphone","7","","","32gb","black","197.00","","unlocked","a1660","gsm","apple iphone 7   32gb   black (unlocked) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-unlocked-a1660-cdma-gsm/303393841821?hash=item46a3aea29d:g:jmsaaoswfv9d61bp"
"iphone","7","","","128gb","black","350.00","sprint","","a1660","gsm","apple iphone 7   128gb   black (sprint) a1660 (cdma + gsm) great condition","https://www.ebay.com/itm/apple-iphone-7-128gb-black-sprint-a1660-cdma-gsm-great-condition/163587891192?hash=item2616991ff8:g:sq8aaosw4uhchajf"
"iphone","7","","","32gb","black","379.00","","","a1778","gsm","apple iphone 7   32gb   jet black (t mobile) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-jet-black-t-mobile-a1778-gsm/254396394294?hash=item3b3b34eb36:g:u8oaaoswoebdrmxw"
"iphone","8","","","64gb","silver","333.00","sprint","","mq762ll/a","a1863","apple iphone 8   64gb   silver (sprint) a1863  mq762ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-sprint-a1863-mq762ll-a-30-day-warranty/124059671699?hash=item1ce2885c93:g:q1kaaoswodvejy3g"
"iphone","7","","plus","128gb","black","254.99","at&t","","","gsm","apple iphone 7 plus   128gb   black (at&t/h20 gsm)","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-black-at-t-h20-gsm/143451369755?hash=item21665e311b:g:eiqaaoswq-bd2rkz"
"iphone","7","","","128gb","black","154.99","","","","","apple iphone 7 black 128gb (cricket)","https://www.ebay.com/itm/apple-iphone-7-black-128gb-cricket/323767463365?hash=item4b620b6dc5:g:tgoaaosw4~1cp4-s"
"iphone","7","","","256gb","black","625.00","at&t","","a1778","gsm","apple iphone 7   256gb   black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-256gb-black-at-t-a1778-gsm/323766285099?hash=item4b61f9732b:g:lw0aaoswa1zccoeq"
"iphone","7","","","32gb","black","199.99","sprint","","a1660","gsm","apple iphone 7   32gb   black (sprint) a1660 (cdma + gsm) perfect condition","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint-a1660-cdma-gsm-perfect-condition/382756294967?hash=item591e0d9137:g:q-gaaoswj89cushb"
"iphone","8","","","64gb","gold","239.00","","unlocked","a1863","gsm","good    apple iphone 8   64gb    gold (unlocked) a1863 (cdma+gsm)","https://www.ebay.com/itm/good-apple-iphone-8-64gb-gold-unlocked-a1863-cdma-gsm/283774046036?hash=item4212404f54:g:wnqaaoswtn9eoiva"
"iphone","7","","","128gb","black","350.00","","unlocked","","","apple iphone 7   128gb   jet black (unlocked)","https://www.ebay.com/itm/apple-iphone-7-128gb-jet-black-unlocked/142835394534?hash=item2141a727e6:g:9mcaaosw7ovahuji"
"iphone","8","","","64gb","gray","550.00","","","a1905","gsm","apple iphone 8   64gb   space gray (t mobile) a1905 (gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-t-mobile-a1905-gsm/273403368262?hash=item3fa81c5346:g:43iaaosw6u9bcdyp"
"iphone","7","","","32gb","gold","164.00","","","a1660","gsm","apple iphone 7   32gb   rose gold (boost mobile) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-rose-gold-boost-mobile-a1660-cdma-gsm/402035649232?hash=item5d9b312ad0:g:ahmaaoswgmjx18f0"
"iphone","7","","","32gb","black","115.00","at&t","","a1778","gsm","apple iphone 7   32gb   black (at&t) a1778 (gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-at-t-a1778-gsm/143534894341?hash=item216b58ad05:g:aaaaaosw3cpetfa9"
"iphone","other","","","other","","225.00","","","","","iphone 6s","https://www.ebay.com/itm/iphone-6s/273038463437?hash=item3f925c51cd:g:-qmaaoswetjaflhh"
"iphone","7","","plus","32gb","silver","300.00","","unlocked","","","apple iphone 7 plus   32gb silver grade b unlocked","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-silver-grade-b-unlocked/283683542204?hash=item420cdb54bc:g:dd0aaoswzejd1okj"
"iphone","7","","plus","256gb","gold","279.99","lte","unlocked","","gsm","apple iphone 7 plus 256gb rose gold (gsm unlocked) lte ios smartphone  very good","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-rose-gold-gsm-unlocked-lte-ios-smartphone-very-good/184190167896?hash=item2ae296eb58:g:etwaaoswqutelzaz"
"iphone","7","","","128gb","black","450.00","verizon","","a1660","gsm","apple iphone 7   128gb   black (verizon) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-black-verizon-a1660-cdma-gsm/153433159546?hash=item23b954377a:g:d2iaaoswtgzcnzvh"
"iphone","x","","","64gb","gray","625.00","at&t","","","","apple iphone x   64gb   space gray (at&t) excellent condition!!!","https://www.ebay.com/itm/apple-iphone-x-64gb-space-gray-at-t-excellent-condition/323970993870?hash=item4b6e2d0ece:g:nkaaaoswcojdwgmc"
"iphone","8","","","256gb","gold","299.00","verizon","","mq802ll/a","a1863","apple iphone 8   256gb   gold (verizon) a1863  mq802ll/a 30 day warranty","https://www.ebay.com/itm/apple-iphone-8-256gb-gold-verizon-a1863-mq802ll-a-30-day-warranty/153807997088?hash=item23cfabc8a0:g:qpgaaosww-hek1sc"
"iphone","6s","","plus","32gb","gold","219.99","","","a1687","gsm","apple iphone 6s plus   32gb   rose gold (tracfone) a1687 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-32gb-rose-gold-tracfone-a1687-cdma-gsm/114058884039?hash=item1a8e7073c7:g:vegaaoswwz1dfnht"
"iphone","7","","plus","128gb","black","340.00","verizon","unlocked","","","apple iphone 7 plus   128gb   black (verizon) unlocked","https://www.ebay.com/itm/apple-iphone-7-plus-128gb-black-verizon-unlocked/173980634069?hash=item28820dcbd5:g:22oaaoswarndpyp8"
"iphone","8","","","64gb","silver","375.00","sprint","","","","apple iphone 8   64gb   silver (sprint)","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-sprint/153850657358?hash=item23d236ba4e:g:nhgaaoswnkrexd7i"
"iphone","8","","","64gb","silver","309.99","verizon","","a1863","gsm","apple iphone 8   64gb   silver (verizon) a1863 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-silver-verizon-a1863-cdma-gsm/303463805156?hash=item46a7da30e4:g:u8saaoswypxel6ea"
"iphone","8","","","64gb","gold","285.00","at&t","","a1905","gsm","apple iphone 8   64gb   gold (at&t) a1905 (gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-gold-at-t-a1905-gsm/123932320313?hash=item1cdaf12239:g:avgaaoswhzhdm~oe"
"iphone","7","pro","","128gb","","200.00","sprint","","a1660","gsm","apple iphone 7 (product)red   128gb   (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-product-red-128gb-sprint-a1660-cdma-gsm/113984887571?hash=item1a8a075b13:g:bbiaaoswsvvd2wwa"
"iphone","6s","","","32gb","gold","173.99","","","a1633","gsm","new apple iphone 6s 32gb rose gold white t mobile metropcs a1633 gsm","https://www.ebay.com/itm/new-apple-iphone-6s-32gb-rose-gold-white-t-mobile-metropcs-a1633-gsm/184187167569?hash=item2ae2692351:g:rwqaaosww~vd1zrk"
